id,entry_timestamp,exit_timestamp,signal_type,entry_corr,exit_corr,entry_ml_prob,position_size,pnl
1,2025-12-30T21:46:09.942477,2026-01-08T21:14:47.886074,SHORT_DISPERSION,0.21553980867606676,0.19525109824259115,0.6278296119795648,2000.0,6.086613130042681
