date,impl_corr,ndx_iv,rolling_mean,rolling_std,z_score
2010-06-23,0.3410346900900005,24.59,0.3084440219299976,0.1330317823088433,0.2449840751914546
2010-06-24,0.3621661795499186,26.1,0.3113335509301286,0.1322695588776087,0.3843108652598306
2010-06-25,0.3533642904079055,25.73,0.3138764360734278,0.1315731367109912,0.3001209465820916
2010-06-28,0.3696869582601682,25.86,0.3168097337941005,0.1308078867704897,0.4042357519225427
2010-06-29,0.4593968483785212,31.01,0.3215686237797947,0.1307131750769633,1.0544325353398676
2010-06-30,0.4310275561507602,30.26,0.3261547138907141,0.1296233659550253,0.8090581623720005
2010-07-01,0.4254194065876631,31.29,0.3307027725269694,0.1282079676721867,0.7387733834364599
2010-07-02,0.3802481795425165,29.32,0.3348094496508731,0.1257176401220492,0.3614347982314222
2010-07-06,0.400213196502916,29.41,0.3395671034859387,0.1226118096052499,0.4946186930298799
2010-07-07,0.3247755287333754,25.77,0.3428989756754506,0.1193513994484286,-0.1518494716093067
2010-07-08,0.2430159194967632,24.83,0.3450873612108564,0.1162028374053367,-0.8783902699212867
2010-07-09,0.2388874866910681,23.67,0.3472181656709778,0.1129654459466846,-0.9589718171965408
2010-07-12,0.2468140730021641,23.76,0.3494018961047823,0.1096331561141789,-0.9357372052281036
2010-07-13,0.2314100218151635,23.02,0.3508093557894943,0.1075117493772217,-1.110570097370471
2010-07-14,0.2339688322750658,23.59,0.3523804962271208,0.1050346520157149,-1.1273580830670875
2010-07-15,0.2624162840022788,24.12,0.3546320221444594,0.1015176120884415,-0.9083718208604316
2010-07-16,0.3005823289692063,25.0,0.3576801919997605,0.0969244934485168,-0.5890963264191086
2010-07-19,0.2677914926728469,23.82,0.3602005668667933,0.0924094905509818,-0.9999954944342518
2010-07-20,0.2479739394710357,22.43,0.3619650003598707,0.0891271180125444,-1.2789716915651987
2010-07-21,0.3035977465203119,23.93,0.3636992959412715,0.0868974984755502,-0.6916372792695513
2010-07-22,0.28005919958849,22.08,0.3640863563217665,0.0864640771428078,-0.971815805013376
2010-07-23,0.3224133600441642,21.52,0.3653728548188314,0.0852310026551143,-0.5040360131453815
2010-07-26,0.338928805811735,22.2,0.3675290925576518,0.0828247163110046,-0.3453110136655767
2010-07-27,0.3232367953331428,21.79,0.3684357905393191,0.0820198431351157,-0.5510739045393868
2010-07-28,0.351544105745979,22.67,0.3702485340479155,0.0803811563558693,-0.2326966810371185
2010-07-29,0.3247631481222159,22.15,0.3705445767615072,0.0801767165116562,-0.5710065294658898
2010-07-30,0.3240875736991437,22.05,0.3708325508381236,0.0799746905373247,-0.5844971305911301
2010-08-02,0.2941630965330741,20.5,0.3705954093658616,0.0801838008592049,-0.9532138912571054
2010-08-03,0.3062355833979936,20.96,0.3661441705767851,0.0760460698700606,-0.7877933373960925
2010-08-04,0.2841728971940147,20.42,0.3651306282994373,0.0767349876292102,-1.0550302229358144
2010-08-05,0.294290770875986,20.57,0.3642188370734397,0.0772532036587756,-0.9051801463965586
2010-08-06,0.2930730357311484,20.64,0.3639843850695062,0.0774504589830463,-0.9155704210078348
2010-08-09,0.2993221185986758,19.99,0.3629843809889012,0.0778977291257677,-0.8172544065750754
2010-08-10,0.3169471124330315,20.8,0.3619056358816686,0.0780824970377531,-0.5757823475714343
2010-08-11,0.3748267767734936,23.51,0.3621245290058981,0.0781002984186455,0.1626401950413422
2010-08-12,0.3577280851707987,23.86,0.361079624784941,0.0777256065409006,-0.0431201474430258
2010-08-13,0.4136614100409004,24.38,0.3601686835490224,0.0767617860259766,0.696866621547547
2010-08-16,0.4193437501195449,24.71,0.3588180153656098,0.0749442590215699,0.8076100230241111
2010-08-17,0.3657750179854633,22.35,0.355750925732651,0.0706377226146715,0.1419084857462589
2010-08-18,0.3772669255479451,22.27,0.3541666363660515,0.0690264717964492,0.3346584082989723
2010-08-19,0.3872165420815509,23.27,0.3541607391968697,0.0690235846849256,0.478905913617384
2010-08-20,0.3883548772755106,24.99,0.352246297546796,0.0663607653719245,0.544125426015523
2010-08-23,0.4050506345994506,24.78,0.3518554088247519,0.0659719019889302,0.8063315467791814
2010-08-24,0.4187724270539033,26.09,0.3523324839767661,0.0663558887457439,1.001266720000019
2010-08-25,0.4097933939850804,25.7,0.3510272940242523,0.0643808266860474,0.9127888376985364
2010-08-26,0.4330637371007437,26.47,0.3517538227859511,0.0650643580863439,1.2496844156502698
2010-08-27,0.3889666357189794,24.76,0.3518121877445305,0.0650966731085181,0.5707580157362461
2010-08-30,0.3904407144120738,25.01,0.3504197286833511,0.0633079463929424,0.632163701541016
2010-08-31,0.4001422099495283,25.75,0.3488232178430269,0.0607315838517685,0.8450132344935877
2010-09-01,0.3595408796056746,23.25,0.3473678359826204,0.0593734257473435,0.2050251180528992
2010-09-02,0.3289760896722012,22.08,0.3448025208201008,0.056682704623492,-0.2792109383810235
2010-09-03,0.2968621955274281,20.34,0.3432050724403344,0.0566602923983152,-0.8179074789646565
2010-09-07,0.3121339322818467,21.71,0.3421128930462672,0.0566163589725703,-0.5295105744780373
2010-09-08,0.287189283547593,21.04,0.3404646638265444,0.0567539357055946,-0.938708119826476
2010-09-09,0.2714263152061356,20.45,0.3389105335301727,0.0573533235764831,-1.1766400640068218
2010-09-10,0.2696020717950391,20.29,0.3371433876536044,0.0578341777177834,-1.1678443184262142
2010-09-13,0.2533043644523507,19.6,0.335198538630101,0.0586667580698449,-1.3959212486269024
2010-09-14,0.2415147266152699,18.94,0.3338183339030235,0.0598882702985657,-1.5412635367090273
2010-09-15,0.2715258849796119,19.55,0.3324227453982058,0.0603539535860746,-1.0089953814168118
2010-09-16,0.247006970759092,18.85,0.3307752402414275,0.0613224175191266,-1.3660301219567552
2010-09-17,0.2527993289421101,18.75,0.3293046508889627,0.0621249592275095,-1.2314748033343632
2010-09-20,0.2672811393450321,20.7,0.3277232335522146,0.0624809267239714,-0.9673687215652848
2010-09-21,0.2862484992489646,21.23,0.3266046370328989,0.062614738118785,-0.6445149975294246
2010-09-22,0.298410722379248,21.9,0.3254166997682169,0.0624594592686554,-0.4323760997162784
2010-09-23,0.3041498266050544,22.11,0.3228292494053258,0.0599816023750885,-0.3114192028992773
2010-09-24,0.2545146936526385,20.85,0.3198873683636904,0.0589038990230338,-1.1098191426256607
2010-09-27,0.2407370691779534,20.81,0.3168093294068619,0.0581158674950063,-1.3089757325819005
2010-09-28,0.2744940626585541,21.9,0.3150467607921293,0.0577618554025673,-0.702067096891987
2010-09-29,0.288710662518896,22.33,0.3131883852257289,0.0567603554576591,-0.4312468184786519
2010-09-30,0.2834379236069292,22.27,0.3124994251402881,0.0568681030105382,-0.5110334263826857
2010-10-01,0.2730309230199723,22.0,0.3129996751990083,0.0563764101040297,-0.7089623497715248
2010-10-04,0.2952215636472655,23.06,0.3139385764816115,0.0555847543396032,-0.3367292534926335
2010-10-05,0.2408581089284122,21.03,0.3138393104137157,0.0557118334096401,-1.309976660589942
2010-10-06,0.2531118110607552,21.66,0.3142010069011423,0.0552360246344759,-1.1059665543392103
2010-10-07,0.2540403912765848,21.27,0.314535532884501,0.0548009448756981,-1.1039069079033914
2010-10-08,0.213109164990539,19.73,0.3137137475676386,0.0559533465063897,-1.798008320478396
2010-10-11,0.2098950694982004,19.91,0.3122022932431217,0.0575170801812133,-1.7787277000604365
2010-10-12,0.2017764072201618,19.51,0.3111020418189104,0.0589934756729655,-1.8531817858097204
2010-10-13,0.2052447020794089,18.95,0.3103898878623833,0.0600174790107922,-1.7519094023270667
2010-10-14,0.2217057344461624,19.75,0.3090250209944808,0.0610960266137032,-1.4292138357935948
2010-10-15,0.1972269418746107,19.01,0.3076444833659161,0.0626770282368396,-1.761690759716099
2010-10-18,0.1920781710255241,19.17,0.3054722302156055,0.0643916135780844,-1.761006641844347
2010-10-19,0.2573830861525913,20.4,0.3041131348879531,0.0645339102781731,-0.7241161822355424
2010-10-20,0.2568020727884643,19.41,0.3030058895122084,0.0647697318459682,-0.7133550719898526
2010-10-21,0.2454537316520001,18.92,0.3012377166106422,0.0648702326493856,-0.8599319392015529
2010-10-22,0.2757072367059007,18.43,0.3004201180870369,0.064877842106943,-0.380914046746501
2010-10-25,0.2972621945654164,19.6,0.299973028434808,0.0648043679302013,-0.0418310363324797
2010-10-26,0.3125150076496049,20.16,0.3002788936200836,0.0648197883562468,0.188771274017005
2010-10-27,0.3062782577274468,20.39,0.3002796048589078,0.0648198550582526,0.0925434477313796
2010-10-28,0.2936404140014577,19.97,0.3004373968056985,0.0647914989587697,-0.1049054723763386
2010-10-29,0.3058862444197259,20.07,0.3006306546980942,0.064790147545011,0.0811171130298876
2010-11-01,0.3299427289738618,21.05,0.3012451495854727,0.064892016402121,0.4422359017256716
2010-11-02,0.3215141001700753,20.5,0.301615015944996,0.0649440930382962,0.3064032969610522
2010-11-03,0.2433969471608027,18.62,0.3003891798571256,0.0653427064539411,-0.8722049604188894
2010-11-04,0.2521165945967167,18.02,0.2983440101541793,0.0648921937044842,-0.7123725199980123
2010-11-05,0.2238897803156562,17.45,0.2961133717399269,0.0651162234118893,-1.1091489591990624
2010-11-08,0.1920553982709023,16.92,0.292419938210427,0.0646187337051884,-1.553180234038941
2010-11-09,0.2114754171889257,17.34,0.2889554659949166,0.0632564690044838,-1.2248557345257272
2010-11-10,0.2162229651994336,17.36,0.2864629317818162,0.0631245044793072,-1.1127210765734854
2010-11-11,0.2023316242967391,17.36,0.2835473434276294,0.0628989171807219,-1.291210131607515
2010-11-12,0.2943612802228709,19.81,0.2819997557299847,0.0614301435953375,0.2012289695156177
2010-11-15,0.2615661155226555,19.18,0.2798866097007704,0.0598705225269279,-0.3060019088671715
2010-11-16,0.3156453569556853,21.25,0.2783965217400411,0.0577786133883517,0.6446820550240764
2010-11-17,0.3196546406635448,20.78,0.2767445586335351,0.0550495647849698,0.779480858706543
2010-11-18,0.2383148372642957,17.56,0.2738865826881886,0.0524132195939032,-0.6786788848214669
2010-11-19,0.2571219026203006,18.7,0.2709542187801813,0.0481011209265925,-0.2875674390413936
2010-11-22,0.2578610004886483,18.59,0.2687691248596758,0.0455600508765012,-0.2394230068047089
2010-11-23,0.2800929892975555,19.85,0.2669299961077671,0.0427028928571784,0.308245936260396
2010-11-24,0.2634653235110892,18.65,0.2646520480004598,0.0389575722342306,-0.0304619723794759
2010-11-26,0.2961234522605319,19.92,0.2635950908780408,0.0371582468091636,0.8754008645657958
2010-11-29,0.2916568957920289,20.43,0.2629731043133712,0.0363488187634578,0.789125821813336
2010-11-30,0.3257041361900334,21.6,0.2634538033244146,0.0369896477659437,1.6829122910149052
2010-12-01,0.3163344446985261,20.62,0.2635238118646926,0.0370871903680011,1.4239588469715545
2010-12-02,0.2722591275590846,19.31,0.2632749759315508,0.0369756350617947,0.2429749107086106
2010-12-03,0.2422000135831789,18.02,0.2627878709045015,0.0370588471864959,-0.555545001648749
2010-12-06,0.230144798882463,17.89,0.262130249689292,0.0372852767802541,-0.8578574056279529
2010-12-07,0.253001214523877,18.29,0.262125197190484,0.0372865135593765,-0.2446992704769147
2010-12-08,0.246412047475839,17.95,0.2622068192048268,0.0372459697191408,-0.4240665996372441
2010-12-09,0.2215803735559119,17.41,0.2613743940144319,0.0375906949710812,-1.0586135874618372
2010-12-10,0.2130755865872035,16.93,0.2608088709449004,0.0380627767638458,-1.254067317627666
2010-12-13,0.2263170654970729,17.32,0.2603674998874831,0.0383099683666178,-0.8888139521430863
2010-12-14,0.2276277010682334,17.35,0.2597066092495365,0.0385300798911929,-0.8325679124437936
2010-12-15,0.2299140844825655,17.38,0.2587677023367631,0.038558712916463,-0.7483034487356623
2010-12-16,0.2011252393014324,16.55,0.2571462776187995,0.0389073278759617,-1.4398582831482187
2010-12-17,0.1757318830519258,15.45,0.2550059785595808,0.0397997416749179,-1.991824373011295
2010-12-20,0.1873341576160524,15.05,0.2538863029589709,0.0407474987041294,-1.633281734080378
2010-12-21,0.1805643742176176,14.88,0.252883424709632,0.0418034175446408,-1.7299793830202208
2010-12-22,0.1668763625305009,14.41,0.2510897963741645,0.0431475957854993,-1.9517526367474964
2010-12-23,0.2099081305466892,17.24,0.2497764208412944,0.0431823663429224,-0.9232539499572736
2010-12-27,0.2010739641255972,17.7,0.2484036881832722,0.04340273713156,-1.0904778635091976
2010-12-28,0.2074747395960386,17.91,0.2473110851262066,0.043596981136838,-0.9137409171780382
2010-12-29,0.1984740430521078,17.31,0.2456986264496206,0.043584080136221,-1.0835282802783377
2010-12-30,0.1980650800768797,17.5,0.2449854093020951,0.0440126626321106,-1.0660643192030703
2010-12-31,0.2126324811470771,18.26,0.2443107538035338,0.044195850291871,-0.7167702951125987
2011-01-03,0.1862025934130778,17.71,0.243180123839142,0.0448062326948297,-1.2716429612400535
2011-01-04,0.1803850587507519,17.49,0.2426347220684789,0.0453740425790171,-1.3719223542694403
2011-01-05,0.1639757632696448,17.01,0.241869400298003,0.0463131610979027,-1.6818898814463676
2011-01-06,0.1509812914450061,17.18,0.2410228150350837,0.0475073272497415,-1.895318655093724
2011-01-07,0.1578290822583556,17.18,0.2402325547047328,0.0484966319860971,-1.6991586646676908
2011-01-10,0.1285475433949994,16.87,0.2386799181872134,0.0505477008142369,-2.1787810922785784
2011-01-11,0.1258056099624286,16.52,0.2374895626553437,0.0523492795076521,-2.133438200932446
2011-01-12,0.1090421233775986,15.94,0.2361056285278783,0.0546185556382255,-2.326379811137896
2011-01-13,0.0990502634638699,16.08,0.2334667481497329,0.057330683962252,-2.344581913140373
2011-01-14,0.0691183026708731,14.86,0.2303386853144398,0.0610363075638116,-2.641384924456898
2011-01-18,0.0536989076605482,14.69,0.2271427715812489,0.0651153779344017,-2.663639057665161
2011-01-19,0.1018208936965151,16.2,0.2242446658644258,0.0667659533360999,-1.833625763592848
2011-01-20,0.1140259887862346,16.86,0.2211907291014394,0.0675554843477323,-1.586321841222978
2011-01-21,0.1261579929031427,16.68,0.2180847788556651,0.0675695681605995,-1.3604761500625613
2011-01-24,0.143155944733266,16.91,0.2153660736390954,0.0672417728478189,-1.0738879397075798
2011-01-25,0.1389311231582636,16.92,0.2127875854583755,0.0671555767899297,-1.0997815197261027
2011-01-26,0.1231602243682522,15.96,0.2097421517908509,0.0670051404210055,-1.292168434818414
2011-01-27,0.1212520758825719,15.62,0.2062639742393294,0.0660698261038019,-1.2866977767308754
2011-01-28,0.2106702765860646,18.75,0.2044165771795959,0.064319138726071,0.0972292156010145
2011-01-31,0.2176479061957678,18.73,0.2039874264968454,0.0641402982064202,0.2129781133065432
2011-02-01,0.1976703622324062,17.36,0.2030799892907735,0.0638322450963594,-0.084747560581663
2011-02-02,0.1920047447248072,17.36,0.202548572030926,0.0637887728166654,-0.1652928382306819
2011-02-03,0.161516356367508,16.74,0.2020395879992028,0.0639954231483083,-0.6332207779575547
2011-02-04,0.1405257652621649,15.81,0.2008570938004235,0.0644718378691522,-0.9357780161425372
2011-02-07,0.1432150097719314,15.73,0.1996402945432984,0.064864672508272,-0.8698923865555821
2011-02-08,0.1294432930345094,15.25,0.1984254890222612,0.0654929093399008,-1.0532773193773075
2011-02-09,0.1219811871767952,15.43,0.1955524874714933,0.0649921450574795,-1.1320029555822655
2011-02-10,0.1133762329798749,15.32,0.1930826560957803,0.0652561952281358,-1.2214384065336858
2011-02-11,0.0833356254947062,14.5,0.1892108272380973,0.0647507897321108,-1.6351183079221367
2011-02-14,0.07869084390052,14.8,0.1851947639587136,0.0639913359979189,-1.664349062217692
2011-02-15,0.0808225579265587,15.05,0.1825698926364179,0.064997652124692,-1.5654001549881582
2011-02-16,0.0649062370311513,14.64,0.1793662982099321,0.0659902335794587,-1.734500015687317
2011-02-17,0.1102126876800286,14.8,0.1769054929964551,0.0657660742186694,-1.0140913245737575
2011-02-18,0.166599607730909,16.78,0.175013936637011,0.0643651246920225,-0.1307280759007817
2011-02-22,0.2521421720230696,20.58,0.174825217445544,0.0641175122536714,1.205863294752182
2011-02-23,0.2416129981088557,20.94,0.1739167098763494,0.0627410726980589,1.0789788143772148
2011-02-24,0.227761249489523,20.34,0.1728517824379743,0.0612328881436897,0.8967316211297681
2011-02-25,0.1949914042210615,18.08,0.1706732369051581,0.0579391975280516,0.4197187457442704
2011-02-28,0.1851393066463911,18.12,0.1684866512709559,0.0547359294380329,0.3042362767272974
2011-03-01,0.2125732069590524,19.65,0.167491885927622,0.0533426436698212,0.8451272364840674
2011-03-02,0.2038303213934992,19.29,0.166852391057794,0.0526574251078663,0.702235824481686
2011-03-03,0.1699716350544624,17.47,0.165849504993994,0.0520004750121542,0.0792710078033878
2011-03-04,0.1909144190891361,18.4,0.1648147250700816,0.0508416448084773,0.5133526682186048
2011-03-07,0.218393146177455,20.09,0.1643477433817753,0.0502041489665349,1.076512676904557
2011-03-08,0.210255863039234,19.52,0.1641590015398306,0.0500062338348927,0.9218223002276676
2011-03-09,0.227211456981995,20.05,0.1643945993797438,0.0502731911882394,1.2495100493430802
2011-03-10,0.2643212613909709,21.7,0.1650280026446421,0.0512956048223915,1.935706949749921
2011-03-11,0.1939381419533428,19.66,0.1644665099927273,0.0507805619497208,0.5803723084001353
2011-03-14,0.1952593206107312,20.49,0.1638889305948634,0.0502175030505588,0.6246903591419943
2011-03-15,0.2435697255732187,22.24,0.1645963386993932,0.0510431057404227,1.5471900803889342
2011-03-16,0.3108303577704477,26.46,0.1668479799447018,0.0544112891236645,2.646185748301357
2011-03-17,0.3253717214901693,24.68,0.1691486060092705,0.0580863231083332,2.689499130277821
2011-03-18,0.3101777270139896,23.29,0.1713088285558766,0.0608619073935135,2.281704672188981
2011-03-21,0.2659571537959715,21.42,0.1729601750769678,0.0620717431439451,1.4982176109239036
2011-03-22,0.2508989445915357,20.73,0.1736433553110486,0.0627076175710604,1.231996881287043
2011-03-23,0.2351833818473856,19.98,0.1742118456064117,0.0631138087549818,0.966056992023336
2011-03-24,0.212025491765755,18.91,0.174287691475907,0.063157178831811,0.5975219442645552
2011-03-25,0.2375730941800722,19.33,0.1749393423280398,0.0636110411352721,0.984636483450074
2011-03-28,0.251893167600744,19.91,0.1758364771201042,0.0643183698266163,1.1825033918873664
2011-03-29,0.2422528009200279,19.66,0.17633014911632,0.0647180152746634,1.0186136197769966
2011-03-30,0.2246396757092147,18.74,0.176970767154589,0.0650069866231317,0.7332890052415292
2011-03-31,0.1699275652455712,17.67,0.1767964755961693,0.0650116960705975,-0.1056565320667682
2011-04-01,0.1708720130083946,17.59,0.1769114130918151,0.0649947394073706,-0.0929213677674292
2011-04-04,0.1918663285321844,18.16,0.1775928303766014,0.0649325688569694,0.2198203214017917
2011-04-05,0.1601013869302873,17.22,0.1776307021211336,0.0649215080447609,-0.2700078251226167
2011-04-06,0.1519313821402773,16.96,0.1780204327668882,0.064691643473117,-0.4032831634189709
2011-04-07,0.1531826821352614,17.2,0.1784767173031021,0.0644130671264003,-0.3926848432509069
2011-04-08,0.1712372403689426,17.46,0.1795133025862912,0.0637740086304359,-0.1297717110007553
2011-04-11,0.1653718415426836,17.75,0.1806186622209381,0.0629248539578269,-0.2423020431397911
2011-04-12,0.1722773313118767,18.02,0.1823379793649548,0.0612126859049596,-0.1643556054491474
2011-04-13,0.143467605593268,16.99,0.1838341243305001,0.0590749552929471,-0.6833101868136573
2011-04-14,0.1255932618879426,16.28,0.1842303304670239,0.0585933384785756,-1.0007463322903452
2011-04-15,0.1340617670500743,15.72,0.1845642601047546,0.0582424977570969,-0.8671072670218106
2011-04-18,0.1366736459669399,16.17,0.1847395209891512,0.0580793583399379,-0.8275896359061371
2011-04-19,0.1160153427521506,15.03,0.1842871776227993,0.0585127889880455,-1.1667848354416486
2011-04-20,0.104557922105647,13.97,0.183714290938589,0.0591294088683293,-1.33869711109761
2011-04-21,0.1029313541193787,13.35,0.1833771431011078,0.0595367996693227,-1.351194377738447
2011-04-25,0.1592309010338659,15.71,0.184010123520296,0.0590651288837859,-0.4195237182193357
2011-04-26,0.1722973184027264,15.93,0.1833705742172404,0.0589792497548432,-0.1877483328550595
2011-04-27,0.1731857816187927,15.71,0.1826295388076241,0.0588203828244123,-0.1605524604799401
2011-04-28,0.1483026772545027,15.02,0.1818067440579924,0.0589515595865929,-0.5683321533550971
2011-04-29,0.1704761449192008,15.27,0.1814479340612323,0.058953954291007,-0.1861077729896261
2011-05-02,0.2064431854508544,16.42,0.1821967145459547,0.058981814108469,0.4110838445950445
2011-05-03,0.2132355144264192,16.93,0.1834085436986923,0.0588579497425816,0.5067619728206086
2011-05-04,0.1831240767546509,16.19,0.184073694815071,0.0586210542118454,-0.0161992661713035
2011-05-05,0.2533438244869953,17.9,0.1861387036726124,0.0588458581392781,1.142053543604033
2011-05-06,0.1942533921334865,16.75,0.1873432404218906,0.0582469716835306,0.1186353815807006
2011-05-09,0.1546870149511173,16.07,0.1880317534547446,0.0575983669683917,-0.5789181231809222
2011-05-10,0.1343334050102158,14.9,0.1888817164466698,0.05639083168038,-0.9673258898827852
2011-05-11,0.1438093291298446,15.58,0.1899670245338252,0.0548394337343592,-0.8416880383478663
2011-05-12,0.1394407853423972,14.95,0.1909439949907558,0.0533643637876895,-0.9651236516800704
2011-05-13,0.212258113151419,15.96,0.1933998595927603,0.0507944450069545,0.3712660617923211
2011-05-16,0.2183421020486385,17.08,0.1952020164989038,0.049699368527062,0.4656011984766897
2011-05-17,0.2014920025878332,16.78,0.1957835564131859,0.0495629682536604,0.1151756316415887
2011-05-18,0.1687029118723609,15.11,0.1943929020773407,0.049123471915866,-0.5229677220083141
2011-05-19,0.1639420548848948,14.32,0.1930983863569414,0.0488808278348776,-0.5964778577510664
2011-05-20,0.1886509583326593,16.19,0.1924465481709937,0.0486710780394475,-0.0779845031428745
2011-05-23,0.2285825275643411,17.2,0.193006400226715,0.0488935341239636,0.7276243776411653
2011-05-24,0.2341290245934448,17.3,0.1938228955258325,0.0491682104595251,0.8197599361642798
2011-05-25,0.222777478470236,16.65,0.1939929667176856,0.04925174358262,0.5844364007999872
